Timestamp,PreprocessMs,InferenceMs,PostprocessMs,TotalMs
2026-06-07 16:59:44.300,4.899,14.568,0.825,20.294
2026-06-07 16:59:44.351,4.659,14.766,1.492,20.918
2026-06-07 16:59:44.396,5.081,15.100,1.534,21.716
2026-06-07 16:59:44.443,4.916,15.145,0.834,20.897
2026-06-07 16:59:44.491,4.807,15.303,1.516,21.627
2026-06-07 16:59:44.539,4.849,16.039,1.474,22.363
2026-06-07 16:59:44.584,4.703,15.514,0.810,21.027
2026-06-07 16:59:44.634,5.112,16.877,1.480,23.469
2026-06-07 16:59:44.685,4.939,18.107,1.461,24.507
2026-06-07 16:59:44.730,5.510,17.390,0.809,23.710
2026-06-07 16:59:44.776,4.850,17.092,1.492,23.435
